B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,GEO_ID,NAME
1064,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,52,0,8,82,143,281,369,78,45,1500000US060014050003,"Block Group 3, Census Tract 4050, Alameda County, California"
682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,34,20,194,209,120,76,1500000US060014051001,"Block Group 1, Census Tract 4051, Alameda County, California"
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,27,41,38,250,54,72,15,1500000US060014051002,"Block Group 2, Census Tract 4051, Alameda County, California"
750,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,48,0,20,18,6,304,184,88,59,1500000US060014051003,"Block Group 3, Census Tract 4051, Alameda County, California"
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,42,9,284,138,25,10,1500000US060014051004,"Block Group 4, Census Tract 4051, Alameda County, California"
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,47,14,264,143,114,63,1500000US060014051005,"Block Group 5, Census Tract 4051, Alameda County, California"
1282,19,0,0,0,0,0,0,0,0,8,0,49,0,0,37,141,0,26,127,99,512,112,40,112,1500000US060014052001,"Block Group 1, Census Tract 4052, Alameda County, California"
875,38,0,0,0,0,23,16,0,0,17,0,0,18,19,5,169,27,57,27,41,215,131,72,0,1500000US060014052002,"Block Group 2, Census Tract 4052, Alameda County, California"
1043,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,57,10,79,0,411,138,98,17,1500000US060014052003,"Block Group 3, Census Tract 4052, Alameda County, California"
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,66,86,65,263,283,13,158,1500000US060014052004,"Block Group 4, Census Tract 4052, Alameda County, California"
833,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,16,123,31,394,180,32,0,1500000US060014053011,"Block Group 1, Census Tract 4053.01, Alameda County, California"
1056,67,0,0,0,0,0,0,0,0,0,8,0,0,0,30,18,5,36,17,21,619,180,44,11,1500000US060014053012,"Block Group 2, Census Tract 4053.01, Alameda County, California"
736,7,0,0,0,0,0,0,0,38,0,0,0,8,0,38,80,0,27,90,37,227,132,11,41,1500000US060014053013,"Block Group 3, Census Tract 4053.01, Alameda County, California"
1067,24,0,0,0,0,0,0,0,44,0,38,36,0,0,6,19,0,72,120,55,415,180,30,28,1500000US060014053021,"Block Group 1, Census Tract 4053.02, Alameda County, California"
1055,89,0,0,0,36,0,0,0,21,0,10,0,9,14,6,128,0,75,47,33,334,240,0,13,1500000US060014053022,"Block Group 2, Census Tract 4053.02, Alameda County, California"
1361,59,34,0,0,14,15,0,21,12,0,0,0,0,0,51,139,37,66,93,173,454,104,26,63,1500000US060014054011,"Block Group 1, Census Tract 4054.01, Alameda County, California"
750,68,0,0,0,0,0,5,0,26,0,0,19,0,10,0,73,13,18,104,130,209,75,0,0,1500000US060014054012,"Block Group 2, Census Tract 4054.01, Alameda County, California"
994,0,0,0,50,0,0,0,32,26,0,41,21,1,2,0,95,0,0,173,33,410,110,0,0,1500000US060014054013,"Block Group 3, Census Tract 4054.01, Alameda County, California"
1753,149,0,0,0,0,30,9,0,50,36,77,0,77,26,124,364,0,28,285,127,242,121,8,0,1500000US060014054021,"Block Group 1, Census Tract 4054.02, Alameda County, California"
839,19,0,0,26,0,0,3,0,0,0,0,0,16,10,17,134,3,15,163,95,247,51,3,37,1500000US060014054022,"Block Group 2, Census Tract 4054.02, Alameda County, California"
889,101,0,0,17,0,15,0,0,0,0,29,0,7,13,50,103,32,7,108,162,203,29,13,0,1500000US060014055001,"Block Group 1, Census Tract 4055, Alameda County, California"
756,0,0,0,0,0,17,0,0,0,0,0,0,0,0,11,41,71,64,110,111,239,74,9,9,1500000US060014055002,"Block Group 2, Census Tract 4055, Alameda County, California"
543,43,0,10,0,27,0,0,0,6,0,0,0,0,0,32,117,10,20,113,7,99,59,0,0,1500000US060014055003,"Block Group 3, Census Tract 4055, Alameda County, California"
958,0,0,0,0,0,0,0,10,44,0,0,0,0,0,11,55,39,8,38,66,440,205,24,18,1500000US060014055004,"Block Group 4, Census Tract 4055, Alameda County, California"
649,11,0,0,0,0,0,0,0,0,0,60,0,10,0,0,124,58,38,45,0,254,31,18,0,1500000US060014056001,"Block Group 1, Census Tract 4056, Alameda County, California"
862,60,0,0,0,0,0,0,0,0,0,0,61,16,0,0,54,0,14,60,121,325,88,63,0,1500000US060014056002,"Block Group 2, Census Tract 4056, Alameda County, California"
1055,44,0,0,0,0,0,0,0,0,0,0,54,21,0,0,157,6,28,5,41,499,120,63,17,1500000US060014056003,"Block Group 3, Census Tract 4056, Alameda County, California"
991,37,0,13,0,23,0,0,15,23,0,16,46,22,38,60,156,25,90,117,67,88,119,14,22,1500000US060014057001,"Block Group 1, Census Tract 4057, Alameda County, California"
877,52,0,0,19,0,0,0,24,0,21,0,37,12,0,35,90,5,27,313,69,152,6,15,0,1500000US060014057002,"Block Group 2, Census Tract 4057, Alameda County, California"
647,10,0,0,0,0,0,0,10,4,0,0,5,0,0,39,97,23,14,119,23,227,61,15,0,1500000US060014057003,"Block Group 3, Census Tract 4057, Alameda County, California"
602,31,0,0,0,26,0,0,0,13,22,0,6,42,0,0,131,0,47,100,24,85,48,17,10,1500000US060014058001,"Block Group 1, Census Tract 4058, Alameda County, California"
1114,254,0,0,0,0,0,0,0,0,0,23,42,0,0,12,318,71,20,44,90,163,20,57,0,1500000US060014058002,"Block Group 2, Census Tract 4058, Alameda County, California"
533,8,0,0,0,18,0,0,0,0,0,20,16,20,0,12,96,9,9,109,35,133,42,6,0,1500000US060014058003,"Block Group 3, Census Tract 4058, Alameda County, California"
517,59,0,0,0,0,0,0,0,5,0,47,34,6,0,32,63,14,0,58,43,84,72,0,0,1500000US060014058004,"Block Group 4, Census Tract 4058, Alameda County, California"
1366,94,0,0,0,0,0,22,11,101,0,0,11,36,55,226,313,30,146,76,115,87,43,0,0,1500000US060014059011,"Block Group 1, Census Tract 4059.01, Alameda County, California"
768,111,0,14,0,0,0,0,35,44,24,0,11,0,6,2,272,21,4,120,31,33,20,0,20,1500000US060014059012,"Block Group 2, Census Tract 4059.01, Alameda County, California"
745,96,0,0,0,0,45,0,16,37,0,17,55,14,12,12,227,0,26,36,0,124,28,0,0,1500000US060014059013,"Block Group 3, Census Tract 4059.01, Alameda County, California"
1071,121,0,0,0,0,12,0,8,7,17,54,34,38,7,46,215,29,28,112,37,226,55,19,6,1500000US060014059021,"Block Group 1, Census Tract 4059.02, Alameda County, California"
1180,122,0,0,0,8,26,0,0,101,16,6,22,22,15,62,226,16,44,131,57,267,33,6,0,1500000US060014059022,"Block Group 2, Census Tract 4059.02, Alameda County, California"
561,18,0,0,0,0,0,0,0,0,0,8,0,0,0,34,105,0,87,75,33,137,51,8,5,1500000US060014060001,"Block Group 1, Census Tract 4060, Alameda County, California"
754,44,0,0,0,0,22,0,0,38,22,26,49,17,0,63,200,0,65,70,48,55,16,11,8,1500000US060014060002,"Block Group 2, Census Tract 4060, Alameda County, California"
672,0,0,0,0,0,9,0,0,26,0,0,71,8,6,0,64,0,15,114,86,171,85,17,0,1500000US060014060003,"Block Group 3, Census Tract 4060, Alameda County, California"
963,130,0,0,0,0,0,0,66,51,18,11,37,0,0,17,233,0,16,82,63,156,63,0,20,1500000US060014060004,"Block Group 4, Census Tract 4060, Alameda County, California"
772,145,0,0,0,19,0,34,0,0,0,0,27,0,7,25,283,0,15,61,0,129,16,11,0,1500000US060014061001,"Block Group 1, Census Tract 4061, Alameda County, California"
439,66,0,0,0,0,0,0,0,19,0,0,13,0,8,0,6,0,19,158,0,142,8,0,0,1500000US060014061002,"Block Group 2, Census Tract 4061, Alameda County, California"
932,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,206,0,36,69,25,341,151,37,37,1500000US060014061003,"Block Group 3, Census Tract 4061, Alameda County, California"
1248,168,0,0,0,0,0,78,66,0,0,0,0,0,73,112,216,0,122,147,14,219,27,0,6,1500000US060014061004,"Block Group 4, Census Tract 4061, Alameda County, California"
954,57,0,0,0,0,12,0,34,35,0,44,20,11,28,68,232,0,70,103,91,88,29,32,0,1500000US060014062011,"Block Group 1, Census Tract 4062.01, Alameda County, California"
408,0,0,0,0,0,0,0,0,50,0,0,42,0,0,40,70,45,0,74,24,39,24,0,0,1500000US060014062012,"Block Group 2, Census Tract 4062.01, Alameda County, California"
1225,118,0,0,0,0,22,26,23,94,95,17,0,18,13,192,209,23,26,57,43,195,54,0,0,1500000US060014062013,"Block Group 3, Census Tract 4062.01, Alameda County, California"
467,59,0,0,0,0,10,0,0,0,0,2,5,0,7,0,151,23,2,107,13,60,28,0,0,1500000US060014062014,"Block Group 4, Census Tract 4062.01, Alameda County, California"
844,37,0,0,0,0,146,3,0,16,38,77,72,0,15,59,78,18,17,74,15,107,41,31,0,1500000US060014062021,"Block Group 1, Census Tract 4062.02, Alameda County, California"
1318,112,0,0,0,0,0,20,5,36,0,22,112,26,5,15,396,85,85,120,35,225,8,11,0,1500000US060014062022,"Block Group 2, Census Tract 4062.02, Alameda County, California"
1066,169,0,0,55,0,9,9,17,54,39,0,84,0,23,10,169,0,36,75,58,207,35,0,17,1500000US060014062023,"Block Group 3, Census Tract 4062.02, Alameda County, California"
1028,159,0,0,0,0,7,0,15,12,5,19,0,65,19,177,112,8,40,109,66,190,25,0,0,1500000US060014063001,"Block Group 1, Census Tract 4063, Alameda County, California"
755,74,0,0,0,0,11,0,22,4,0,0,8,0,15,50,171,0,45,226,9,95,11,14,0,1500000US060014063002,"Block Group 2, Census Tract 4063, Alameda County, California"
565,31,0,0,0,0,45,0,0,30,0,12,0,0,0,49,112,0,22,136,41,71,16,0,0,1500000US060014063003,"Block Group 3, Census Tract 4063, Alameda County, California"
626,50,3,0,0,0,0,0,0,91,4,53,3,0,0,42,145,22,8,141,0,37,21,6,0,1500000US060014063004,"Block Group 4, Census Tract 4063, Alameda County, California"
349,4,0,7,0,0,0,0,0,0,0,0,0,0,0,24,39,0,30,52,35,56,92,3,7,1500000US060014064001,"Block Group 1, Census Tract 4064, Alameda County, California"
1442,60,0,0,0,3,0,0,20,16,2,120,16,21,24,23,403,73,34,114,37,272,160,25,19,1500000US060014064002,"Block Group 2, Census Tract 4064, Alameda County, California"
1568,57,0,0,0,0,26,0,0,76,0,57,0,25,40,74,419,0,63,227,89,230,133,52,0,1500000US060014065001,"Block Group 1, Census Tract 4065, Alameda County, California"
547,17,0,0,0,0,13,13,0,25,0,0,0,0,0,26,171,21,0,167,65,6,16,7,0,1500000US060014065002,"Block Group 2, Census Tract 4065, Alameda County, California"
1326,152,0,0,0,0,58,31,0,106,0,0,107,22,19,44,227,32,69,248,21,149,41,0,0,1500000US060014065003,"Block Group 3, Census Tract 4065, Alameda County, California"
947,143,0,0,0,0,0,0,0,37,9,0,14,32,0,38,192,107,37,149,25,125,17,15,7,1500000US060014065004,"Block Group 4, Census Tract 4065, Alameda County, California"
705,40,0,0,0,0,0,0,0,25,0,35,0,0,29,37,242,0,30,157,25,70,15,0,0,1500000US060014066011,"Block Group 1, Census Tract 4066.01, Alameda County, California"
1318,86,0,0,0,25,0,24,0,23,0,0,0,0,25,0,289,0,123,287,61,222,142,11,0,1500000US060014066012,"Block Group 2, Census Tract 4066.01, Alameda County, California"
1002,64,0,0,0,0,0,0,34,0,22,0,0,0,39,85,123,8,38,103,45,289,91,42,19,1500000US060014066013,"Block Group 3, Census Tract 4066.01, Alameda County, California"
503,27,0,0,0,0,0,0,0,0,0,0,0,0,0,102,158,0,0,40,48,108,9,0,11,1500000US060014066014,"Block Group 4, Census Tract 4066.01, Alameda County, California"
823,22,0,0,0,7,0,0,19,0,0,17,17,4,6,32,134,13,24,122,47,274,68,12,5,1500000US060014066021,"Block Group 1, Census Tract 4066.02, Alameda County, California"
986,172,0,0,0,0,0,26,18,0,0,0,48,0,6,4,149,17,104,157,55,157,60,13,0,1500000US060014066022,"Block Group 2, Census Tract 4066.02, Alameda County, California"
993,10,0,0,0,13,0,0,0,0,0,0,0,0,2,0,68,0,42,230,26,251,244,65,42,1500000US060014067001,"Block Group 1, Census Tract 4067, Alameda County, California"
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,19,27,44,140,70,16,0,1500000US060014067002,"Block Group 2, Census Tract 4067, Alameda County, California"
1481,69,0,0,0,0,0,0,92,11,0,28,80,17,0,0,194,19,58,98,153,517,130,0,15,1500000US060014067003,"Block Group 3, Census Tract 4067, Alameda County, California"
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,85,15,47,7,295,83,79,34,1500000US060014067004,"Block Group 4, Census Tract 4067, Alameda County, California"
407,16,0,0,0,0,0,0,26,0,19,0,0,0,0,19,0,0,0,17,0,251,59,0,0,1500000US060014067005,"Block Group 5, Census Tract 4067, Alameda County, California"
394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,60,0,10,40,18,104,126,6,7,1500000US060014068001,"Block Group 1, Census Tract 4068, Alameda County, California"
820,27,0,0,0,0,0,0,0,0,0,0,41,41,0,10,108,0,14,72,88,193,169,27,30,1500000US060014068002,"Block Group 2, Census Tract 4068, Alameda County, California"
847,27,0,0,0,0,0,0,0,0,0,0,16,0,15,0,81,13,38,76,31,334,179,11,26,1500000US060014068003,"Block Group 3, Census Tract 4068, Alameda County, California"
573,65,0,0,0,0,0,0,0,0,0,16,0,0,0,18,25,25,25,102,60,156,63,0,18,1500000US060014068004,"Block Group 4, Census Tract 4068, Alameda County, California"
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,24,42,159,119,7,25,1500000US060014069001,"Block Group 1, Census Tract 4069, Alameda County, California"
865,0,0,0,0,0,0,0,0,0,0,24,0,0,0,9,66,0,40,86,45,351,125,95,24,1500000US060014069002,"Block Group 2, Census Tract 4069, Alameda County, California"
1642,115,0,0,6,0,15,0,0,4,0,0,0,94,0,29,309,32,27,119,59,406,354,40,33,1500000US060014069003,"Block Group 3, Census Tract 4069, Alameda County, California"
1140,0,0,0,0,0,34,0,0,57,9,0,0,0,0,8,279,37,147,211,72,202,84,0,0,1500000US060014070001,"Block Group 1, Census Tract 4070, Alameda County, California"
1426,4,0,0,0,0,0,0,7,60,0,0,74,0,8,86,266,27,71,429,3,199,171,13,8,1500000US060014070002,"Block Group 2, Census Tract 4070, Alameda County, California"
630,86,0,11,0,0,0,0,0,0,0,0,7,7,0,32,79,14,38,83,24,157,92,0,0,1500000US060014070003,"Block Group 3, Census Tract 4070, Alameda County, California"
708,49,0,0,0,0,0,0,0,0,0,0,0,0,0,73,226,0,128,113,0,99,20,0,0,1500000US060014070004,"Block Group 4, Census Tract 4070, Alameda County, California"
378,24,0,14,0,0,0,0,36,0,8,0,0,10,27,0,25,36,54,64,0,0,44,36,0,1500000US060014070005,"Block Group 5, Census Tract 4070, Alameda County, California"
1924,108,0,0,0,11,0,0,0,83,14,29,32,54,7,103,862,45,91,186,38,195,50,16,0,1500000US060014071011,"Block Group 1, Census Tract 4071.01, Alameda County, California"
613,94,0,0,0,21,48,0,0,78,0,0,0,0,11,86,32,6,0,65,51,93,18,10,0,1500000US060014071012,"Block Group 2, Census Tract 4071.01, Alameda County, California"
805,11,0,0,0,0,0,0,0,49,0,0,0,6,10,52,73,17,73,249,42,130,78,0,15,1500000US060014071021,"Block Group 1, Census Tract 4071.02, Alameda County, California"
764,27,0,0,0,0,0,0,0,0,0,0,35,19,60,23,174,35,54,52,26,150,74,29,6,1500000US060014071022,"Block Group 2, Census Tract 4071.02, Alameda County, California"
604,54,0,0,0,0,42,19,50,29,0,0,0,42,0,0,167,10,15,36,7,122,11,0,0,1500000US060014071023,"Block Group 3, Census Tract 4071.02, Alameda County, California"
553,20,0,0,0,0,62,0,0,0,0,0,33,36,121,44,91,16,13,90,0,27,0,0,0,1500000US060014071024,"Block Group 4, Census Tract 4071.02, Alameda County, California"
1040,84,0,0,0,0,0,9,0,101,0,16,18,25,27,97,237,15,35,111,25,185,41,0,14,1500000US060014072001,"Block Group 1, Census Tract 4072, Alameda County, California"
944,176,0,0,0,0,0,12,0,115,0,0,27,18,56,94,184,34,0,74,35,94,6,19,0,1500000US060014072002,"Block Group 2, Census Tract 4072, Alameda County, California"
1114,120,0,0,0,17,64,0,0,27,13,15,38,27,0,64,287,29,129,144,18,75,37,7,3,1500000US060014072003,"Block Group 3, Census Tract 4072, Alameda County, California"
1409,136,0,0,18,0,24,10,4,70,42,25,76,57,108,37,210,25,70,87,53,243,106,4,4,1500000US060014072004,"Block Group 4, Census Tract 4072, Alameda County, California"
879,53,0,9,0,11,0,0,4,39,0,19,81,5,11,41,183,62,75,137,56,86,6,0,1,1500000US060014073001,"Block Group 1, Census Tract 4073, Alameda County, California"
756,39,0,0,0,18,2,0,0,22,0,58,0,19,46,27,116,12,36,110,19,152,78,0,2,1500000US060014073002,"Block Group 2, Census Tract 4073, Alameda County, California"
1475,145,0,0,0,35,27,0,0,34,0,9,19,9,0,24,269,35,51,292,90,323,113,0,0,1500000US060014074001,"Block Group 1, Census Tract 4074, Alameda County, California"
693,54,0,20,0,0,6,0,21,50,0,24,16,0,10,0,228,0,29,73,96,30,36,0,0,1500000US060014074002,"Block Group 2, Census Tract 4074, Alameda County, California"
571,109,0,0,0,16,0,0,16,27,0,17,47,0,18,28,67,0,21,58,106,41,0,0,0,1500000US060014074003,"Block Group 3, Census Tract 4074, Alameda County, California"
493,99,0,0,0,0,0,5,0,78,0,4,0,4,0,42,78,0,4,56,39,84,0,0,0,1500000US060014075001,"Block Group 1, Census Tract 4075, Alameda County, California"
1251,61,0,0,0,0,45,71,0,59,14,15,81,0,88,60,162,41,44,164,52,258,36,0,0,1500000US060014075002,"Block Group 2, Census Tract 4075, Alameda County, California"
774,55,0,0,0,0,0,0,0,0,0,0,0,0,30,11,197,21,47,121,182,110,0,0,0,1500000US060014075003,"Block Group 3, Census Tract 4075, Alameda County, California"
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,13,69,93,46,165,140,19,11,1500000US060014076001,"Block Group 1, Census Tract 4076, Alameda County, California"
695,0,0,0,0,0,0,0,0,31,0,0,0,13,0,0,65,0,0,73,239,196,12,10,56,1500000US060014076002,"Block Group 2, Census Tract 4076, Alameda County, California"
868,33,0,0,0,0,0,0,0,44,0,0,31,63,0,56,107,0,50,183,76,178,47,0,0,1500000US060014076003,"Block Group 3, Census Tract 4076, Alameda County, California"
890,230,0,0,0,0,0,0,0,0,0,0,0,0,26,120,89,0,0,57,110,189,10,20,39,1500000US060014076004,"Block Group 4, Census Tract 4076, Alameda County, California"
773,55,0,0,0,0,23,67,0,0,0,0,31,0,25,0,78,41,13,86,131,203,20,0,0,1500000US060014076005,"Block Group 5, Census Tract 4076, Alameda County, California"
858,14,0,2,0,0,0,0,2,9,0,0,0,14,44,6,145,0,69,197,97,106,117,10,26,1500000US060014077001,"Block Group 1, Census Tract 4077, Alameda County, California"
653,46,0,0,0,0,0,0,0,0,13,3,3,0,0,16,137,0,55,71,43,86,112,47,21,1500000US060014077002,"Block Group 2, Census Tract 4077, Alameda County, California"
777,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,40,10,55,77,26,332,211,0,15,1500000US060014077003,"Block Group 3, Census Tract 4077, Alameda County, California"
814,17,0,0,0,0,0,0,0,0,0,0,0,0,0,35,84,13,14,178,50,280,74,6,63,1500000US060014077004,"Block Group 4, Census Tract 4077, Alameda County, California"
631,16,0,0,0,0,0,0,5,24,47,0,23,0,0,34,44,8,48,32,59,183,100,0,8,1500000US060014078001,"Block Group 1, Census Tract 4078, Alameda County, California"
769,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,58,0,44,122,46,252,170,44,18,1500000US060014078002,"Block Group 2, Census Tract 4078, Alameda County, California"
565,13,0,0,0,0,0,0,0,0,0,0,0,19,0,0,40,42,48,90,22,158,127,6,0,1500000US060014079001,"Block Group 1, Census Tract 4079, Alameda County, California"
680,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,25,24,11,100,31,274,186,0,0,1500000US060014079002,"Block Group 2, Census Tract 4079, Alameda County, California"
851,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,47,10,144,19,259,231,45,51,1500000US060014079003,"Block Group 3, Census Tract 4079, Alameda County, California"
572,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,8,60,11,224,144,27,55,1500000US060014080001,"Block Group 1, Census Tract 4080, Alameda County, California"
1304,0,0,0,0,0,0,0,0,0,0,0,0,0,49,11,144,0,62,136,51,276,350,190,35,1500000US060014080002,"Block Group 2, Census Tract 4080, Alameda County, California"
866,13,0,0,0,0,0,0,0,12,0,0,13,0,0,0,60,12,12,22,17,274,267,76,88,1500000US060014081001,"Block Group 1, Census Tract 4081, Alameda County, California"
954,30,0,0,0,0,0,0,0,0,0,0,0,0,0,29,136,0,39,84,142,270,189,0,35,1500000US060014081002,"Block Group 2, Census Tract 4081, Alameda County, California"
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,166,17,150,132,19,54,1500000US060014081003,"Block Group 3, Census Tract 4081, Alameda County, California"
541,0,0,0,0,0,0,0,0,0,0,18,0,0,0,17,26,0,0,129,20,66,146,31,88,1500000US060014081004,"Block Group 4, Census Tract 4081, Alameda County, California"
2217,37,0,0,0,0,0,0,0,0,0,26,8,64,0,40,109,0,24,221,75,915,359,223,116,1500000US060014081005,"Block Group 5, Census Tract 4081, Alameda County, California"
1354,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,98,15,27,349,98,378,215,91,64,1500000US060014082001,"Block Group 1, Census Tract 4082, Alameda County, California"
1311,0,0,0,0,9,0,37,0,7,0,41,55,0,29,0,300,47,49,281,116,169,96,55,20,1500000US060014082002,"Block Group 2, Census Tract 4082, Alameda County, California"
770,21,0,0,0,0,0,0,0,7,0,26,0,0,0,0,68,0,0,180,67,326,70,5,0,1500000US060014082003,"Block Group 3, Census Tract 4082, Alameda County, California"
1168,50,0,0,0,0,0,17,0,0,0,0,32,0,0,107,210,84,51,112,68,355,53,29,0,1500000US060014083001,"Block Group 1, Census Tract 4083, Alameda County, California"
988,8,0,6,0,0,0,0,0,0,0,0,0,0,0,9,113,40,49,263,25,219,170,59,27,1500000US060014083002,"Block Group 2, Census Tract 4083, Alameda County, California"
787,9,0,0,0,0,0,0,0,0,0,10,0,0,0,13,51,0,8,174,36,139,297,22,28,1500000US060014083003,"Block Group 3, Census Tract 4083, Alameda County, California"
491,0,0,0,0,23,27,32,10,29,0,11,0,7,5,14,73,0,6,80,43,58,59,0,14,1500000US060014083004,"Block Group 4, Census Tract 4083, Alameda County, California"
457,8,0,0,0,0,0,0,0,0,8,0,39,0,0,0,128,20,63,65,24,94,8,0,0,1500000US060014083005,"Block Group 5, Census Tract 4083, Alameda County, California"
862,0,0,0,0,0,0,0,0,0,0,30,0,0,26,13,165,28,141,130,14,172,143,0,0,1500000US060014084001,"Block Group 1, Census Tract 4084, Alameda County, California"
609,0,0,0,0,0,0,39,0,0,0,64,0,0,0,11,231,17,0,96,50,75,26,0,0,1500000US060014084002,"Block Group 2, Census Tract 4084, Alameda County, California"
679,72,0,0,0,28,0,0,0,0,14,0,12,11,12,3,82,9,43,310,47,25,11,0,0,1500000US060014084003,"Block Group 3, Census Tract 4084, Alameda County, California"
540,19,0,0,0,0,0,0,0,0,0,0,15,7,18,0,199,37,77,58,29,64,17,0,0,1500000US060014085001,"Block Group 1, Census Tract 4085, Alameda County, California"
942,16,0,0,0,20,52,0,0,0,0,19,0,0,26,132,258,0,11,274,48,86,0,0,0,1500000US060014085002,"Block Group 2, Census Tract 4085, Alameda County, California"
574,132,0,0,0,0,24,0,19,39,0,0,13,53,0,39,105,0,27,72,28,23,0,0,0,1500000US060014085003,"Block Group 3, Census Tract 4085, Alameda County, California"
701,0,0,0,0,0,0,0,23,30,20,0,7,79,0,0,175,45,58,118,49,97,0,0,0,1500000US060014085004,"Block Group 4, Census Tract 4085, Alameda County, California"
1073,66,0,0,0,0,0,0,0,78,34,42,62,0,73,50,165,55,119,150,67,88,24,0,0,1500000US060014085005,"Block Group 5, Census Tract 4085, Alameda County, California"
1446,71,0,0,0,0,0,0,0,17,0,33,0,0,53,65,200,23,180,338,187,166,69,44,0,1500000US060014086001,"Block Group 1, Census Tract 4086, Alameda County, California"
1661,269,0,0,0,0,20,0,9,98,0,0,20,0,33,77,401,5,65,183,50,265,117,31,18,1500000US060014086002,"Block Group 2, Census Tract 4086, Alameda County, California"
646,87,0,17,0,17,0,0,25,117,0,0,44,0,18,65,78,6,2,76,34,20,40,0,0,1500000US060014086003,"Block Group 3, Census Tract 4086, Alameda County, California"
736,43,0,0,0,0,0,19,0,0,0,0,18,0,42,92,178,14,73,14,15,156,72,0,0,1500000US060014086004,"Block Group 4, Census Tract 4086, Alameda County, California"
682,21,0,0,0,0,0,0,0,0,0,1,0,0,21,34,61,49,41,84,61,132,139,38,0,1500000US060014087001,"Block Group 1, Census Tract 4087, Alameda County, California"
903,18,0,0,0,0,0,0,0,0,33,30,26,0,0,87,422,0,10,23,47,175,32,0,0,1500000US060014087002,"Block Group 2, Census Tract 4087, Alameda County, California"
1787,15,0,0,0,0,0,0,43,48,0,0,54,0,0,0,1253,0,39,100,45,141,44,5,0,1500000US060014087003,"Block Group 3, Census Tract 4087, Alameda County, California"
407,0,0,0,0,0,0,0,0,27,0,0,0,0,0,20,80,0,0,125,42,42,71,0,0,1500000US060014087004,"Block Group 4, Census Tract 4087, Alameda County, California"
527,34,0,29,0,0,0,0,0,0,0,2,2,0,14,11,45,31,87,151,78,34,9,0,0,1500000US060014087005,"Block Group 5, Census Tract 4087, Alameda County, California"
878,0,0,0,0,24,0,0,0,20,0,0,0,0,23,0,304,0,64,136,33,143,47,0,84,1500000US060014087006,"Block Group 6, Census Tract 4087, Alameda County, California"
